kdrg_code,aadrg_code,kdrg_name,mdc_code
D4077,D407,,
D4078,D407,,
D4079,D407,,
D4090,D409,,
D4091,D409,,
D4092,D409,,
D4093,D409,,
D4094,D409,,
D4095,D409,,
D4096,D409,,
D4097,D409,,
D4098,D409,,
D4099,D409,,
D4100,D410,,
D4101,D410,,
D4109,D410,,
D4110,D411,,
D4111,D411,,
D4112,D411,,
D4113,D411,,
D4114,D411,,
D4115,D411,,
D4116,D411,,
D4117,D411,,
D4118,D411,,
D4119,D411,,
D4120,D412,,
D4121,D412,,
D4122,D412,,
D4123,D412,,
D4124,D412,,
D4125,D412,,
D4126,D412,,
D4127,D412,,
D4128,D412,,
D4129,D412,,
D4130,D413,,
D4131,D413,,
D4132,D413,,
D4133,D413,,
D4134,D413,,
D4135,D413,,
D4136,D413,,
D4137,D413,,
D4138,D413,,
D4139,D413,,
D4140,D414,,
D4141,D414,,
D4142,D414,,
D4143,D414,,
D4144,D414,,
D4145,D414,,
D4146,D414,,
D4147,D414,,
D4148,D414,,
D4149,D414,,
D4170,D417,,
D4171,D417,,
D4172,D417,,
D4173,D417,,
D4174,D417,,
D4175,D417,,
D4176,D417,,
D4177,D417,,
D4178,D417,,
D4179,D417,,
D4190,D419,,
D4191,D419,,
D4192,D419,,
D4193,D419,,
D4194,D419,,
D4195,D419,,
D4196,D419,,
D4197,D419,,
D4198,D419,,
D4199,D419,,
D4200,D420,,
D4201,D420,,
D4202,D420,,
D4203,D420,,
D4204,D420,,
D4205,D420,,
D4206,D420,,
D4207,D420,,
D4208,D420,,
D4209,D420,,
D4210,D421,,
D4211,D421,,
D4212,D421,,
D4213,D421,,
D4214,D421,,
D4215,D421,,
D4216,D421,,
D4217,D421,,
D4218,D421,,
D4219,D421,,
D4290,D429,,
D4291,D429,,
D4292,D429,,
D4293,D429,,
D4294,D429,,
D4295,D429,,
D4296,D429,,
D4297,D429,,
D4298,D429,,
D4299,D429,,
D4300,D430,,
D4301,D430,,
D4302,D430,,
D4303,D430,,
D4304,D430,,
D4305,D430,,
D4306,D430,,
D4307,D430,,
D4308,D430,,
D4309,D430,,
D4310,D431,,
D4311,D431,,
D4312,D431,,
D4313,D431,,
D4314,D431,,
D4315,D431,,
D4316,D431,,
D4317,D431,,
D4318,D431,,
D4319,D431,,
D4320,D432,,
D4321,D432,,
D4322,D432,,
D4323,D432,,
D4324,D432,,
D4325,D432,,
D4326,D432,,
D4327,D432,,
D4328,D432,,
D4329,D432,,
D4330,D433,,
D4331,D433,,
D4332,D433,,
D4333,D433,,
D4334,D433,,
D4335,D433,,
D4336,D433,,
D4337,D433,,
D4338,D433,,
D4339,D433,,
D4340,D434,,
D4341,D434,,
D4342,D434,,
D4343,D434,,
D4344,D434,,
D4345,D434,,
D4346,D434,,
D4347,D434,,
D4348,D434,,
D4349,D434,,
D4370,D437,,
D4371,D437,,
D4372,D437,,
D4373,D437,,
D4374,D437,,
D4375,D437,,
D4376,D437,,
D4377,D437,,
D4378,D437,,
D4379,D437,,
D4390,D439,,
D4391,D439,,
D4392,D439,,
D4393,D439,,
D4394,D439,,
D4395,D439,,
D4396,D439,,
D4397,D439,,
D4398,D439,,
D4399,D439,,
D4400,D440,,
D4401,D440,,
D4402,D440,,
D4403,D440,,
D4404,D440,,
D4405,D440,,
D4406,D440,,
D4407,D440,,
D4408,D440,,
D4409,D440,,
D4410,D441,,
D4411,D441,,
D4412,D441,,
D4413,D441,,
D4414,D441,,
D4415,D441,,
D4416,D441,,
D4417,D441,,
D4418,D441,,
D4419,D441,,
D4420,D442,,
D4421,D442,,
D4422,D442,,
D4423,D442,,
D4424,D442,,
D4425,D442,,
D4426,D442,,
D4427,D442,,
D4428,D442,,
D4429,D442,,
D4430,D443,,
D4431,D443,,
D4432,D443,,
D4433,D443,,
D4434,D443,,
D4435,D443,,
D4436,D443,,
D4437,D443,,
D4438,D443,,
D4439,D443,,
D4440,D444,,
D4441,D444,,
D4442,D444,,
D4443,D444,,
D4444,D444,,
D4445,D444,,
D4446,D444,,
D4447,D444,,
D4448,D444,,
D4449,D444,,
D4450,D445,,
D4451,D445,,
D4452,D445,,
D4453,D445,,
D4454,D445,,
D4455,D445,,
D4456,D445,,
D4457,D445,,
D4458,D445,,
D4459,D445,,
D4460,D446,,
D4461,D446,,
D4462,D446,,
D4463,D446,,
D4464,D446,,
D4465,D446,,
D4466,D446,,
D4467,D446,,
D4468,D446,,
D4469,D446,,
D4470,D447,,
D4471,D447,,
D4472,D447,,
D4473,D447,,
D4474,D447,,
D4475,D447,,
D4476,D447,,
D4477,D447,,
D4478,D447,,
D4479,D447,,
D4480,D448,,
D4481,D448,,
D4482,D448,,
D4483,D448,,
D4484,D448,,
D4485,D448,,
D4486,D448,,
D4487,D448,,
D4488,D448,,
D4489,D448,,
D4490,D449,,
D4491,D449,,
D4492,D449,,
D4493,D449,,
D4494,D449,,
D4495,D449,,
D4496,D449,,
D4497,D449,,
D4498,D449,,
D4499,D449,,
D4600,D460,,
D4601,D460,,
D4602,D460,,
D4603,D460,,
D4604,D460,,
D4605,D460,,
D4606,D460,,
D4607,D460,,
D4608,D460,,
D4609,D460,,
D4610,D461,,
D4611,D461,,
D4612,D461,,
D4613,D461,,
D4614,D461,,
D4615,D461,,
D4616,D461,,
D4617,D461,,
D4618,D461,,
D4619,D461,,
D4620,D462,,
D4621,D462,,
D4622,D462,,
D4623,D462,,
D4624,D462,,
D4625,D462,,
D4626,D462,,
D4627,D462,,
D4628,D462,,
D4629,D462,,
D4640,D464,,
D4641,D464,,
D4642,D464,,
D4643,D464,,
D4644,D464,,
D4645,D464,,
D4646,D464,,
D4647,D464,,
D4648,D464,,
D4649,D464,,
D4650,D465,,
D4651,D465,,
D4652,D465,,
D4653,D465,,
D4654,D465,,
D4655,D465,,
D4656,D465,,
D4657,D465,,
D4658,D465,,
D4659,D465,,
D4660,D466,,
D4661,D466,,
D4662,D466,,
D4663,D466,,
D4664,D466,,
D4665,D466,,
D4666,D466,,
D4667,D466,,
D4668,D466,,
D4669,D466,,
D4670,D467,,
D4671,D467,,
D4672,D467,,
D4673,D467,,
D4674,D467,,
D4675,D467,,
D4676,D467,,
D4677,D467,,
D4678,D467,,
D4679,D467,,
D4690,D469,,
D4691,D469,,
D4692,D469,,
D4693,D469,,
D4694,D469,,
D4695,D469,,
D4696,D469,,
D4697,D469,,
D4698,D469,,
D4699,D469,,
D4700,D470,,
D4701,D470,,
D4702,D470,,
D4703,D470,,
D4704,D470,,
D4705,D470,,
D4706,D470,,
D4707,D470,,
D4708,D470,,
D4709,D470,,
D4710,D471,,
D4711,D471,,
D4712,D471,,
D4713,D471,,
D4714,D471,,
D4715,D471,,
D4716,D471,,
D4717,D471,,
D4718,D471,,
D4719,D471,,
D4720,D472,,
D4721,D472,,
D4722,D472,,
D4723,D472,,
D4724,D472,,
D4725,D472,,
D4726,D472,,
D4727,D472,,
D4728,D472,,
D4729,D472,,
D4730,D473,,
D4731,D473,,
D4732,D473,,
D4733,D473,,
D4734,D473,,
D4735,D473,,
D4736,D473,,
D4737,D473,,
D4738,D473,,
D4739,D473,,
D4740,D474,,
D4741,D474,,
D4742,D474,,
D4743,D474,,
D4744,D474,,
D4745,D474,,
D4746,D474,,
D4747,D474,,
D4748,D474,,
D4749,D474,,
D4750,D475,,
D4751,D475,,
D4752,D475,,
D4753,D475,,
D4754,D475,,
D4755,D475,,
D4756,D475,,
D4757,D475,,
D4758,D475,,
D4759,D475,,
D4770,D477,,
D4771,D477,,
D4772,D477,,
D4773,D477,,
D4774,D477,,
D4775,D477,,
D4776,D477,,
D4777,D477,,
D4778,D477,,
D4779,D477,,
D4790,D479,,
D4791,D479,,
D4792,D479,,
D4793,D479,,
D4794,D479,,
D4795,D479,,
D4796,D479,,
D4797,D479,,
D4798,D479,,
D4799,D479,,
D4800,D480,,
D4801,D480,,
D4802,D480,,
D4803,D480,,
D4804,D480,,
D4805,D480,,
D4806,D480,,
D4807,D480,,
D4808,D480,,
D4809,D480,,
D4810,D481,,
D4811,D481,,
D4812,D481,,
D4813,D481,,
D4814,D481,,
D4815,D481,,
D4816,D481,,
D4817,D481,,
D4818,D481,,
D4819,D481,,
D4820,D482,,
D4821,D482,,
D4822,D482,,
D4823,D482,,
D4824,D482,,
D4825,D482,,
D4826,D482,,
D4827,D482,,
D4828,D482,,
D4829,D482,,
D4830,D483,,
D4831,D483,,
D4832,D483,,
D4833,D483,,
D4834,D483,,
D4835,D483,,
D4836,D483,,
D4837,D483,,
D4838,D483,,
D4839,D483,,
D4840,D484,,
D4841,D484,,
D4842,D484,,
D4843,D484,,
D4844,D484,,
D4845,D484,,
D4846,D484,,
D4847,D484,,
D4848,D484,,
D4849,D484,,
D4850,D485,,
D4851,D485,,
D4852,D485,,
D4853,D485,,
D4854,D485,,
D4855,D485,,
D4856,D485,,
D4857,D485,,
D4858,D485,,
D4859,D485,,
D4860,D486,,
D4861,D486,,
D4869,D486,,
D4870,D487,,
D4871,D487,,
D4872,D487,,
D4873,D487,,
D4874,D487,,
D4875,D487,,
D4876,D487,,
D4877,D487,,
D4878,D487,,
D4879,D487,,
D4890,D489,,
D4891,D489,,
D4892,D489,,
D4893,D489,,
D4894,D489,,
D4895,D489,,
D4896,D489,,
D4897,D489,,
D4898,D489,,
D4899,D489,,
D5000,D500,,
D5001,D500,,
D5002,D500,,
D5003,D500,,
D5004,D500,,
D5005,D500,,
D5006,D500,,
D5007,D500,,
D5008,D500,,
D5009,D500,,
D5010,D501,,
D5011,D501,,
D5012,D501,,
D5013,D501,,
D5014,D501,,
D5015,D501,,
D5016,D501,,
D5017,D501,,
D5018,D501,,
D5019,D501,,
D5020,D502,,
D5021,D502,,
D5022,D502,,
D5023,D502,,
D5024,D502,,
D5025,D502,,
D5026,D502,,
D5027,D502,,
D5028,D502,,
D5029,D502,,
D5080,D508,,
D5081,D508,,
D5082,D508,,
D5083,D508,,
D5084,D508,,
D5085,D508,,
D5086,D508,,
D5087,D508,,
D5088,D508,,
D5089,D508,,
D5090,D509,,
D5091,D509,,
D5092,D509,,
D5093,D509,,
D5094,D509,,
D5095,D509,,
D5096,D509,,
D5097,D509,,
D5098,D509,,
D5099,D509,,
D5100,D510,,
D5101,D510,,
D5102,D510,,
D5103,D510,,
D5104,D510,,
D5105,D510,,
D5106,D510,,
D5107,D510,,
D5108,D510,,
D5109,D510,,
D5110,D511,,
D5111,D511,,
D5112,D511,,
D5113,D511,,
D5114,D511,,
D5115,D511,,
D5116,D511,,
D5117,D511,,
D5118,D511,,
D5119,D511,,
D5120,D512,,
D5121,D512,,
D5122,D512,,
D5123,D512,,
D5124,D512,,
D5125,D512,,
D5126,D512,,
D5127,D512,,
D5128,D512,,
D5129,D512,,
D5130,D513,,
D5131,D513,,
D5132,D513,,
D5133,D513,,
D5134,D513,,
D5135,D513,,
D5136,D513,,
D5137,D513,,
D5138,D513,,
D5139,D513,,
D5180,D518,,
D5181,D518,,
D5182,D518,,
D5183,D518,,
D5184,D518,,
D5185,D518,,
D5186,D518,,
D5187,D518,,
D5188,D518,,
D5189,D518,,
D5190,D519,,
D5191,D519,,
D5192,D519,,
D5193,D519,,
D5194,D519,,
D5195,D519,,
D5196,D519,,
D5197,D519,,
D5198,D519,,
D5199,D519,,
D5200,D520,,
D5201,D520,,
D5202,D520,,
D5203,D520,,
D5204,D520,,
D5205,D520,,
D5206,D520,,
D5207,D520,,
D5208,D520,,
D5209,D520,,
D5210,D521,,
D5211,D521,,
D5212,D521,,
D5213,D521,,
D5214,D521,,
D5215,D521,,
D5216,D521,,
D5217,D521,,
D5218,D521,,
D5219,D521,,
D5280,D528,,
D5281,D528,,
D5282,D528,,
D5283,D528,,
D5284,D528,,
D5285,D528,,
D5286,D528,,
D5287,D528,,
D5288,D528,,
D5289,D528,,
D5290,D529,,
D5291,D529,,
D5292,D529,,
D5293,D529,,
D5294,D529,,
D5295,D529,,
D5296,D529,,
D5297,D529,,
D5298,D529,,
D5299,D529,,
D5300,D530,,
D5301,D530,,
D5302,D530,,
D5303,D530,,
D5304,D530,,
D5305,D530,,
D5306,D530,,
D5307,D530,,
D5308,D530,,
D5309,D530,,
D5310,D531,,
D5311,D531,,
D5312,D531,,
D5313,D531,,
D5314,D531,,
D5315,D531,,
D5316,D531,,
D5317,D531,,
D5318,D531,,
D5319,D531,,
D5320,D532,,
D5321,D532,,
D5322,D532,,
D5323,D532,,
D5324,D532,,
D5325,D532,,
D5326,D532,,
D5327,D532,,
D5328,D532,,
D5329,D532,,
D5380,D538,,
D5381,D538,,
D5382,D538,,
D5383,D538,,
D5384,D538,,
D5385,D538,,
D5386,D538,,
D5387,D538,,
D5388,D538,,
D5389,D538,,
D5390,D539,,
D5391,D539,,
D5392,D539,,
D5393,D539,,
D5394,D539,,
D5395,D539,,
D5396,D539,,
D5397,D539,,
D5398,D539,,
D5399,D539,,
D5500,D550,,
D5501,D550,,
D5502,D550,,
D5503,D550,,
D5504,D550,,
D5505,D550,,
D5506,D550,,
D5507,D550,,
D5508,D550,,
D5509,D550,,
D5510,D551,,
D5511,D551,,
D5512,D551,,
D5513,D551,,
D5514,D551,,
D5515,D551,,
D5516,D551,,
D5517,D551,,
D5518,D551,,
D5519,D551,,
D5520,D552,,
D5521,D552,,
D5522,D552,,
D5523,D552,,
D5524,D552,,
D5525,D552,,
D5526,D552,,
D5527,D552,,
D5528,D552,,
D5529,D552,,
D5530,D553,,
D5531,D553,,
D5532,D553,,
D5533,D553,,
D5534,D553,,
D5535,D553,,
D5536,D553,,
D5537,D553,,
D5538,D553,,
D5539,D553,,
D5580,D558,,
D5581,D558,,
D5582,D558,,
D5583,D558,,
D5584,D558,,
D5585,D558,,
D5586,D558,,
D5587,D558,,
D5588,D558,,
D5589,D558,,
D5590,D559,,
D5591,D559,,
D5592,D559,,
D5593,D559,,
D5594,D559,,
D5595,D559,,
D5596,D559,,
D5597,D559,,
D5598,D559,,
D5599,D559,,
D5600,D560,,
D5601,D560,,
D5602,D560,,
D5603,D560,,
D5604,D560,,
D5605,D560,,
D5606,D560,,
D5607,D560,,
D5608,D560,,
D5609,D560,,
D5610,D561,,
D5611,D561,,
D5612,D561,,
D5613,D561,,
D5614,D561,,
D5615,D561,,
D5616,D561,,
D5617,D561,,
D5618,D561,,
D5619,D561,,
D5620,D562,,
D5621,D562,,
D5622,D562,,
D5623,D562,,
D5624,D562,,
D5625,D562,,
D5626,D562,,
D5627,D562,,
D5628,D562,,
D5629,D562,,
D5630,D563,,
D5631,D563,,
D5632,D563,,
D5633,D563,,
D5634,D563,,
D5635,D563,,
D5636,D563,,
D5637,D563,,
D5638,D563,,
D5639,D563,,
D5640,D564,,
D5641,D564,,
D5642,D564,,
D5643,D564,,
D5644,D564,,
D5645,D564,,
D5646,D564,,
D5647,D564,,
D5648,D564,,
D5649,D564,,
D5680,D568,,
D5681,D568,,
D5682,D568,,
D5683,D568,,
D5684,D568,,
D5685,D568,,
D5686,D568,,
D5687,D568,,
D5688,D568,,
D5689,D568,,
D5690,D569,,
D5691,D569,,
D5692,D569,,
D5693,D569,,
D5694,D569,,
D5695,D569,,
D5696,D569,,
D5697,D569,,
D5698,D569,,
D5699,D569,,
D5700,D570,,
D5701,D570,,
D5702,D570,,
D5703,D570,,
D5704,D570,,
D5705,D570,,
D5706,D570,,
D5707,D570,,
D5708,D570,,
D5709,D570,,
D5710,D571,,
D5711,D571,,
D5712,D571,,
D5713,D571,,
D5714,D571,,
D5715,D571,,
D5716,D571,,
D5717,D571,,
D5718,D571,,
D5719,D571,,
D5720,D572,,
D5721,D572,,
D5722,D572,,
D5723,D572,,
D5724,D572,,
D5725,D572,,
D5726,D572,,
D5727,D572,,
D5728,D572,,
D5729,D572,,
D5730,D573,,
D5731,D573,,
D5732,D573,,
D5733,D573,,
D5734,D573,,
D5735,D573,,
D5736,D573,,
D5737,D573,,
D5738,D573,,
D5739,D573,,
D5780,D578,,
D5781,D578,,
D5782,D578,,
D5783,D578,,
D5784,D578,,
D5785,D578,,
D5786,D578,,
D5787,D578,,
D5788,D578,,
D5789,D578,,
D5800,D580,,
D5801,D580,,
D5802,D580,,
D5803,D580,,
D5804,D580,,
D5805,D580,,
D5806,D580,,
D5807,D580,,
D5808,D580,,
D5809,D580,,
D5810,D581,,
D5811,D581,,
D5812,D581,,
D5813,D581,,
D5814,D581,,
D5815,D581,,
D5816,D581,,
D5817,D581,,
D5818,D581,,
D5819,D581,,
D5820,D582,,
D5821,D582,,
D5822,D582,,
D5823,D582,,
D5824,D582,,
D5825,D582,,
D5826,D582,,
D5827,D582,,
D5828,D582,,
D5829,D582,,
D5880,D588,,
D5881,D588,,
D5882,D588,,
D5883,D588,,
D5884,D588,,
D5885,D588,,
D5886,D588,,
D5887,D588,,
D5888,D588,,
D5889,D588,,
D5890,D589,,
D5891,D589,,
D5892,D589,,
D5893,D589,,
D5894,D589,,
D5895,D589,,
D5896,D589,,
D5897,D589,,
D5898,D589,,
D5899,D589,,
D5900,D590,,
D5901,D590,,
D5902,D590,,
D5903,D590,,
D5904,D590,,
D5905,D590,,
D5906,D590,,
D5907,D590,,
D5908,D590,,
D5909,D590,,
D5910,D591,,
D5911,D591,,
D5912,D591,,
D5913,D591,,
D5914,D591,,
D5915,D591,,
D5916,D591,,
D5917,D591,,
D5918,D591,,
D5919,D591,,
D5920,D592,,
D5921,D592,,
D5922,D592,,
D5923,D592,,
D5924,D592,,
D5925,D592,,
D5926,D592,,
D5927,D592,,
D5928,D592,,
D5929,D592,,
D5930,D593,,
D5931,D593,,
D5932,D593,,
D5933,D593,,
D5934,D593,,
D5935,D593,,
D5936,D593,,
D5937,D593,,
D5938,D593,,
D5939,D593,,
D5940,D594,,
D5941,D594,,
D5942,D594,,
D5943,D594,,
D5944,D594,,
D5945,D594,,
D5946,D594,,
D5947,D594,,
D5948,D594,,
D5949,D594,,
D5950,D595,,
D5951,D595,,
D5952,D595,,
D5953,D595,,
D5954,D595,,
D5955,D595,,
D5956,D595,,
D5957,D595,,
D5958,D595,,
D5959,D595,,
D5960,D596,,
D5961,D596,,
D5962,D596,,
D5963,D596,,
D5964,D596,,
D5965,D596,,
D5966,D596,,
D5967,D596,,
D5968,D596,,
D5969,D596,,
D5980,D598,,
D5981,D598,,
D5982,D598,,
D5983,D598,,
D5984,D598,,
D5985,D598,,
D5986,D598,,
D5987,D598,,
D5988,D598,,
D5989,D598,,
D5990,D599,,
D5991,D599,,
D5992,D599,,
D5993,D599,,
D5994,D599,,
D5995,D599,,
D5996,D599,,
D5997,D599,,
D5998,D599,,
D5999,D599,,
D6000,D600,,
D6001,D600,,
D6002,D600,,
D6003,D600,,
D6004,D600,,
D6005,D600,,
D6006,D600,,
D6007,D600,,
D6008,D600,,
D6009,D600,,
D6010,D601,,
D6011,D601,,
D6012,D601,,
D6013,D601,,
D6014,D601,,
D6015,D601,,
D6016,D601,,
D6017,D601,,
D6018,D601,,
D6019,D601,,
D6020,D602,,
D6021,D602,,
D6022,D602,,
D6023,D602,,
D6024,D602,,
D6025,D602,,
D6026,D602,,
D6027,D602,,
D6028,D602,,
D6029,D602,,
D6030,D603,,
D6031,D603,,
D6032,D603,,
D6033,D603,,
D6034,D603,,
D6035,D603,,
D6036,D603,,
D6037,D603,,
D6038,D603,,
D6039,D603,,
D6080,D608,,
D6081,D608,,
D6082,D608,,
D6083,D608,,
D6084,D608,,
D6085,D608,,
D6086,D608,,
D6087,D608,,
D6088,D608,,
D6089,D608,,
D6090,D609,,
D6091,D609,,
D6092,D609,,
D6093,D609,,
D6094,D609,,
D6095,D609,,
D6096,D609,,
D6097,D609,,
D6098,D609,,
D6099,D609,,
D6100,D610,,
D6101,D610,,
D6102,D610,,
D6103,D610,,
D6104,D610,,
D6105,D610,,
D6106,D610,,
D6107,D610,,
D6108,D610,,
D6109,D610,,
D6110,D611,,
D6111,D611,,
D6112,D611,,
D6113,D611,,
D6114,D611,,
D6115,D611,,
D6116,D611,,
D6117,D611,,
D6118,D611,,
D6119,D611,,
D6120,D612,,
D6121,D612,,
D6122,D612,,
D6123,D612,,
D6124,D612,,
D6125,D612,,
D6126,D612,,
D6127,D612,,
D6128,D612,,
D6129,D612,,
D6130,D613,,
D6131,D613,,
D6132,D613,,
D6133,D613,,
D6134,D613,,
D6135,D613,,
D6136,D613,,
D6137,D613,,
D6138,D613,,
D6139,D613,,
D6180,D618,,
D6181,D618,,
D6182,D618,,
D6183,D618,,
D6184,D618,,
D6185,D618,,
D6186,D618,,
D6187,D618,,
D6188,D618,,
D6189,D618,,
D6190,D619,,
D6191,D619,,
D6192,D619,,
D6193,D619,,
D6194,D619,,
D6195,D619,,
D6196,D619,,
D6197,D619,,
D6198,D619,,
D6199,D619,,
D6210,D621,,
D6211,D621,,
D6212,D621,,
D6213,D621,,
D6214,D621,,
D6215,D621,,
D6216,D621,,
D6217,D621,,
D6218,D621,,
D6219,D621,,
D6220,D622,,
D6221,D622,,
D6222,D622,,
D6223,D622,,
D6224,D622,,
D6225,D622,,
D6226,D622,,
D6227,D622,,
D6228,D622,,
D6229,D622,,
D6300,D630,,
D6301,D630,,
D6302,D630,,
D6303,D630,,
D6304,D630,,
D6305,D630,,
D6306,D630,,
D6307,D630,,
D6308,D630,,
D6309,D630,,
D6380,D638,,
D6381,D638,,
D6382,D638,,
D6383,D638,,
D6384,D638,,
D6385,D638,,
D6386,D638,,
D6387,D638,,
D6388,D638,,
D6389,D638,,
D6400,D640,,
D6401,D640,,
D6402,D640,,
D6403,D640,,
D6404,D640,,
D6405,D640,,
D6406,D640,,
D6407,D640,,
D6408,D640,,
D6409,D640,,
D6410,D641,,
D6411,D641,,
D6412,D641,,
D6413,D641,,
D6414,D641,,
D6415,D641,,
D6416,D641,,
D6417,D641,,
D6418,D641,,
D6419,D641,,
D6420,D642,,
D6421,D642,,
D6422,D642,,
D6423,D642,,
D6424,D642,,
D6425,D642,,
D6426,D642,,
D6427,D642,,
D6428,D642,,
D6429,D642,,
D6430,D643,,
D6431,D643,,
D6432,D643,,
D6433,D643,,
D6434,D643,,
D6435,D643,,
D6436,D643,,
D6437,D643,,
D6438,D643,,
D6439,D643,,
D6440,D644,,
D6441,D644,,
D6442,D644,,
D6443,D644,,
D6444,D644,,
D6445,D644,,
D6446,D644,,
D6447,D644,,
D6448,D644,,
D6449,D644,,
D6480,D648,,
D6481,D648,,
D6482,D648,,
D6483,D648,,
D6484,D648,,
D6485,D648,,
D6486,D648,,
D6487,D648,,
D6488,D648,,
D6489,D648,,
D6490,D649,,
D6491,D649,,
D6492,D649,,
D6493,D649,,
D6494,D649,,
D6495,D649,,
D6496,D649,,
D6497,D649,,
D6498,D649,,
D6499,D649,,
D6800,D680,,
D6801,D680,,
D6802,D680,,
D6803,D680,,
D6804,D680,,
D6805,D680,,
D6806,D680,,
D6807,D680,,
D6808,D680,,
D6809,D680,,
D6810,D681,,
D6811,D681,,
D6812,D681,,
D6813,D681,,
D6814,D681,,
D6815,D681,,
D6816,D681,,
D6817,D681,,
D6818,D681,,
D6819,D681,,
D6820,D682,,
D6821,D682,,
D6822,D682,,
D6823,D682,,
D6824,D682,,
D6825,D682,,
D6826,D682,,
D6827,D682,,
D6828,D682,,
D6829,D682,,
D6830,D683,,
D6831,D683,,
D6832,D683,,
D6833,D683,,
D6834,D683,,
D6835,D683,,
D6836,D683,,
D6837,D683,,
D6838,D683,,
D6839,D683,,
D6840,D684,,
D6841,D684,,
D6842,D684,,
D6843,D684,,
D6844,D684,,
D6845,D684,,
D6846,D684,,
D6847,D684,,
D6848,D684,,
D6849,D684,,
D6850,D685,,
D6851,D685,,
D6852,D685,,
D6853,D685,,
D6854,D685,,
D6855,D685,,
D6856,D685,,
D6857,D685,,
D6858,D685,,
D6859,D685,,
D6860,D686,,
D6861,D686,,
D6862,D686,,
D6863,D686,,
D6864,D686,,
D6865,D686,,
D6866,D686,,
D6867,D686,,
D6868,D686,,
D6869,D686,,
D6880,D688,,
D6881,D688,,
D6882,D688,,
D6883,D688,,
D6884,D688,,
D6885,D688,,
D6886,D688,,
D6887,D688,,
D6888,D688,,
D6889,D688,,
D6890,D689,,
D6891,D689,,
D6892,D689,,
D6893,D689,,
D6894,D689,,
D6895,D689,,
D6896,D689,,
D6897,D689,,
D6898,D689,,
D6899,D689,,
D6900,D690,,
D6901,D690,,
D6902,D690,,
D6903,D690,,
D6904,D690,,
D6905,D690,,
D6906,D690,,
D6907,D690,,
D6908,D690,,
D6909,D690,,
D6910,D691,,
D6911,D691,,
D6912,D691,,
D6913,D691,,
D6914,D691,,
D6915,D691,,
D6916,D691,,
D6917,D691,,
D6918,D691,,
D6919,D691,,
D6920,D692,,
D6921,D692,,
D6922,D692,,
D6923,D692,,
D6924,D692,,
D6925,D692,,
D6926,D692,,
D6927,D692,,
D6928,D692,,
D6929,D692,,
D6930,D693,,
D6931,D693,,
D6932,D693,,
D6933,D693,,
D6934,D693,,
D6935,D693,,
D6936,D693,,
D6937,D693,,
D6938,D693,,
D6939,D693,,
D6940,D694,,
D6941,D694,,
D6942,D694,,
D6943,D694,,
D6944,D694,,
D6945,D694,,
D6946,D694,,
D6947,D694,,
D6948,D694,,
D6949,D694,,
D6950,D695,,
D6951,D695,,
D6952,D695,,
D6953,D695,,
D6954,D695,,
D6955,D695,,
D6956,D695,,
D6957,D695,,
D6958,D695,,
D6959,D695,,
D6960,D696,,
D6961,D696,,
D6962,D696,,
D6963,D696,,
D6964,D696,,
D6965,D696,,
D6966,D696,,
D6967,D696,,
D6968,D696,,
D6969,D696,,
D6980,D698,,
D6981,D698,,
D6982,D698,,
D6983,D698,,
D6984,D698,,
D6985,D698,,
D6986,D698,,
D6987,D698,,
D6988,D698,,
D6989,D698,,
D6990,D699,,
D6991,D699,,
D6992,D699,,
D6993,D699,,
D6994,D699,,
D6995,D699,,
D6996,D699,,
D6997,D699,,
D6998,D699,,
D6999,D699,,
D7200,D720,,
D7201,D720,,
D7202,D720,,
D7203,D720,,
D7204,D720,,
D7205,D720,,
D7206,D720,,
D7207,D720,,
D7208,D720,,
D7209,D720,,
D7210,D721,,
D7211,D721,,
D7212,D721,,
D7213,D721,,
D7214,D721,,
D7215,D721,,
D7216,D721,,
D7217,D721,,
D7218,D721,,
D7219,D721,,
D7280,D728,,
D7281,D728,,
D7282,D728,,
D7283,D728,,
D7284,D728,,
D7285,D728,,
D7286,D728,,
D7287,D728,,
D7288,D728,,
D7289,D728,,
D7290,D729,,
D7291,D729,,
D7292,D729,,
D7293,D729,,
D7294,D729,,
D7295,D729,,
D7296,D729,,
D7297,D729,,
D7298,D729,,
D7299,D729,,
D7300,D730,,
D7301,D730,,
D7302,D730,,
D7303,D730,,
D7304,D730,,
D7305,D730,,
D7306,D730,,
D7307,D730,,
D7308,D730,,
D7309,D730,,
D7310,D731,,
D7311,D731,,
D7312,D731,,
D7313,D731,,
D7314,D731,,
D7315,D731,,
D7316,D731,,
D7317,D731,,
D7318,D731,,
D7319,D731,,
D7320,D732,,
D7321,D732,,
D7322,D732,,
D7323,D732,,
D7324,D732,,
D7325,D732,,
D7326,D732,,
D7327,D732,,
D7328,D732,,
D7329,D732,,
D7330,D733,,
D7331,D733,,
D7332,D733,,
D7333,D733,,
D7334,D733,,
D7335,D733,,
D7336,D733,,
D7337,D733,,
D7338,D733,,
D7339,D733,,
D7340,D734,,
D7341,D734,,
D7342,D734,,
D7343,D734,,
D7344,D734,,
D7345,D734,,
D7346,D734,,
D7347,D734,,
D7348,D734,,
D7349,D734,,
D7350,D735,,
D7351,D735,,
D7352,D735,,
D7353,D735,,
D7354,D735,,
D7355,D735,,
D7356,D735,,
D7357,D735,,
D7358,D735,,
D7359,D735,,
D7380,D738,,
D7381,D738,,
D7382,D738,,
