kdrg_code,aadrg_code,kdrg_name,mdc_code
A3794,A379,,
A3795,A379,,
A3796,A379,,
A3797,A379,,
A3798,A379,,
A3799,A379,,
A3900,A390,,
A3901,A390,,
A3902,A390,,
A3903,A390,,
A3904,A390,,
A3905,A390,,
A3906,A390,,
A3907,A390,,
A3908,A390,,
A3909,A390,,
A3910,A391,,
A3911,A391,,
A3912,A391,,
A3913,A391,,
A3914,A391,,
A3915,A391,,
A3916,A391,,
A3917,A391,,
A3918,A391,,
A3919,A391,,
A3920,A392,,
A3921,A392,,
A3922,A392,,
A3923,A392,,
A3924,A392,,
A3925,A392,,
A3926,A392,,
A3927,A392,,
A3928,A392,,
A3929,A392,,
A3930,A393,,
A3931,A393,,
A3932,A393,,
A3933,A393,,
A3934,A393,,
A3935,A393,,
A3936,A393,,
A3937,A393,,
A3938,A393,,
A3939,A393,,
A3940,A394,,
A3941,A394,,
A3942,A394,,
A3943,A394,,
A3944,A394,,
A3945,A394,,
A3946,A394,,
A3947,A394,,
A3948,A394,,
A3949,A394,,
A3950,A395,,
A3951,A395,,
A3952,A395,,
A3953,A395,,
A3954,A395,,
A3955,A395,,
A3956,A395,,
A3957,A395,,
A3958,A395,,
A3959,A395,,
A3980,A398,,
A3981,A398,,
A3982,A398,,
A3983,A398,,
A3984,A398,,
A3985,A398,,
A3986,A398,,
A3987,A398,,
A3988,A398,,
A3989,A398,,
A3990,A399,,
A3991,A399,,
A3992,A399,,
A3993,A399,,
A3994,A399,,
A3995,A399,,
A3996,A399,,
A3997,A399,,
A3998,A399,,
A3999,A399,,
A4000,A400,,
A4001,A400,,
A4002,A400,,
A4003,A400,,
A4004,A400,,
A4005,A400,,
A4006,A400,,
A4007,A400,,
A4008,A400,,
A4009,A400,,
A4010,A401,,
A4011,A401,,
A4012,A401,,
A4013,A401,,
A4014,A401,,
A4015,A401,,
A4016,A401,,
A4017,A401,,
A4018,A401,,
A4019,A401,,
A4020,A402,,
A4021,A402,,
A4030,A403,,
A4031,A403,,
A4032,A403,,
A4033,A403,,
A4034,A403,,
A4035,A403,,
A4036,A403,,
A4037,A403,,
A4038,A403,,
A4039,A403,,
A4080,A408,,
A4081,A408,,
A4082,A408,,
A4083,A408,,
A4084,A408,,
A4085,A408,,
A4086,A408,,
A4087,A408,,
A4088,A408,,
A4089,A408,,
A4090,A409,,
A4091,A409,,
A4092,A409,,
A4093,A409,,
A4094,A409,,
A4095,A409,,
A4096,A409,,
A4097,A409,,
A4098,A409,,
A4099,A409,,
A4100,A410,,
A4101,A410,,
A4102,A410,,
A4103,A410,,
A4104,A410,,
A4105,A410,,
A4106,A410,,
A4107,A410,,
A4108,A410,,
A4109,A410,,
A4110,A411,,
A4111,A411,,
A4112,A411,,
A4113,A411,,
A4114,A411,,
A4115,A411,,
A4116,A411,,
A4117,A411,,
A4118,A411,,
A4119,A411,,
A4120,A412,,
A4121,A412,,
A4122,A412,,
A4123,A412,,
A4124,A412,,
A4125,A412,,
A4126,A412,,
A4127,A412,,
A4128,A412,,
A4129,A412,,
A4130,A413,,
A4131,A413,,
A4132,A413,,
A4133,A413,,
A4134,A413,,
A4135,A413,,
A4136,A413,,
A4137,A413,,
A4138,A413,,
A4139,A413,,
A4140,A414,,
A4141,A414,,
A4142,A414,,
A4143,A414,,
A4144,A414,,
A4145,A414,,
A4146,A414,,
A4147,A414,,
A4148,A414,,
A4149,A414,,
A4150,A415,,
A4151,A415,,
A4152,A415,,
A4153,A415,,
A4158,A415,,
A4159,A415,,
A4180,A418,,
A4181,A418,,
A4182,A418,,
A4183,A418,,
A4184,A418,,
A4185,A418,,
A4186,A418,,
A4187,A418,,
A4188,A418,,
A4189,A418,,
A4190,A419,,
A4191,A419,,
A4192,A419,,
A4193,A419,,
A4194,A419,,
A4195,A419,,
A4196,A419,,
A4197,A419,,
A4198,A419,,
A4199,A419,,
A4200,A420,,
A4201,A420,,
A4202,A420,,
A4203,A420,,
A4204,A420,,
A4205,A420,,
A4206,A420,,
A4207,A420,,
A4208,A420,,
A4209,A420,,
A4210,A421,,
A4211,A421,,
A4212,A421,,
A4213,A421,,
A4214,A421,,
A4215,A421,,
A4216,A421,,
A4217,A421,,
A4218,A421,,
A4219,A421,,
A4220,A422,,
A4221,A422,,
A4222,A422,,
A4223,A422,,
A4224,A422,,
A4225,A422,,
A4226,A422,,
A4227,A422,,
A4228,A422,,
A4229,A422,,
A4270,A427,,
A4271,A427,,
A4272,A427,,
A4273,A427,,
A4274,A427,,
A4275,A427,,
A4276,A427,,
A4277,A427,,
A4278,A427,,
A4279,A427,,
A4280,A428,,
A4281,A428,,
A4282,A428,,
A4283,A428,,
A4284,A428,,
A4285,A428,,
A4286,A428,,
A4287,A428,,
A4288,A428,,
A4289,A428,,
A4290,A429,,
A4291,A429,,
A4292,A429,,
A4293,A429,,
A4294,A429,,
A4295,A429,,
A4296,A429,,
A4297,A429,,
A4298,A429,,
A4299,A429,,
A4300,A430,,
A4301,A430,,
A4302,A430,,
A4303,A430,,
A4304,A430,,
A4305,A430,,
A4306,A430,,
A4307,A430,,
A4308,A430,,
A4309,A430,,
A4310,A431,,
A4311,A431,,
A4312,A431,,
A4313,A431,,
A4314,A431,,
A4315,A431,,
A4316,A431,,
A4317,A431,,
A4318,A431,,
A4319,A431,,
A4380,A438,,
A4381,A438,,
A4382,A438,,
A4383,A438,,
A4384,A438,,
A4385,A438,,
A4386,A438,,
A4387,A438,,
A4388,A438,,
A4389,A438,,
A4390,A439,,
A4391,A439,,
A4392,A439,,
A4393,A439,,
A4394,A439,,
A4395,A439,,
A4396,A439,,
A4397,A439,,
A4398,A439,,
A4399,A439,,
A4400,A440,,
A4401,A440,,
A4402,A440,,
A4403,A440,,
A4404,A440,,
A4405,A440,,
A4406,A440,,
A4407,A440,,
A4408,A440,,
A4409,A440,,
A4410,A441,,
A4411,A441,,
A4412,A441,,
A4413,A441,,
A4414,A441,,
A4415,A441,,
A4416,A441,,
A4417,A441,,
A4418,A441,,
A4419,A441,,
A4480,A448,,
A4481,A448,,
A4482,A448,,
A4483,A448,,
A4484,A448,,
A4485,A448,,
A4486,A448,,
A4487,A448,,
A4488,A448,,
A4489,A448,,
A4490,A449,,
A4491,A449,,
A4492,A449,,
A4493,A449,,
A4494,A449,,
A4495,A449,,
A4496,A449,,
A4497,A449,,
A4498,A449,,
A4499,A449,,
A4800,A480,,
A4801,A480,,
A4802,A480,,
A4803,A480,,
A4804,A480,,
A4805,A480,,
A4806,A480,,
A4807,A480,,
A4808,A480,,
A4809,A480,,
A4810,A481,,
A4811,A481,,
A4812,A481,,
A4813,A481,,
A4814,A481,,
A4815,A481,,
A4816,A481,,
A4817,A481,,
A4818,A481,,
A4819,A481,,
A4820,A482,,
A4821,A482,,
A4822,A482,,
A4823,A482,,
A4824,A482,,
A4825,A482,,
A4826,A482,,
A4827,A482,,
A4828,A482,,
A4829,A482,,
A4830,A483,,
A4831,A483,,
A4832,A483,,
A4833,A483,,
A4834,A483,,
A4835,A483,,
A4836,A483,,
A4837,A483,,
A4838,A483,,
A4839,A483,,
A4840,A484,,
A4841,A484,,
A4842,A484,,
A4843,A484,,
A4844,A484,,
A4845,A484,,
A4846,A484,,
A4847,A484,,
A4848,A484,,
A4849,A484,,
A4880,A488,,
A4881,A488,,
A4882,A488,,
A4883,A488,,
A4884,A488,,
A4885,A488,,
A4886,A488,,
A4887,A488,,
A4888,A488,,
A4889,A488,,
A4900,A490,,
A4901,A490,,
A4902,A490,,
A4903,A490,,
A4904,A490,,
A4905,A490,,
A4906,A490,,
A4907,A490,,
A4908,A490,,
A4909,A490,,
A4910,A491,,
A4911,A491,,
A4912,A491,,
A4913,A491,,
A4914,A491,,
A4915,A491,,
A4916,A491,,
A4917,A491,,
A4918,A491,,
A4919,A491,,
A4920,A492,,
A4921,A492,,
A4922,A492,,
A4923,A492,,
A4924,A492,,
A4925,A492,,
A4926,A492,,
A4927,A492,,
A4928,A492,,
A4929,A492,,
A4930,A493,,
A4931,A493,,
A4932,A493,,
A4933,A493,,
A4934,A493,,
A4935,A493,,
A4936,A493,,
A4937,A493,,
A4938,A493,,
A4939,A493,,
A4980,A498,,
A4981,A498,,
A4982,A498,,
A4983,A498,,
A4984,A498,,
A4985,A498,,
A4986,A498,,
A4987,A498,,
A4988,A498,,
A4989,A498,,
A4990,A499,,
A4991,A499,,
A4992,A499,,
A4993,A499,,
A4994,A499,,
A4995,A499,,
A4996,A499,,
A4997,A499,,
A4998,A499,,
A4999,A499,,
A5000,A500,,
A5001,A500,,
A5002,A500,,
A5003,A500,,
A5004,A500,,
A5005,A500,,
A5006,A500,,
A5007,A500,,
A5008,A500,,
A5009,A500,,
A5010,A501,,
A5011,A501,,
A5012,A501,,
A5013,A501,,
A5014,A501,,
A5015,A501,,
A5016,A501,,
A5017,A501,,
A5018,A501,,
A5019,A501,,
A5020,A502,,
A5021,A502,,
A5022,A502,,
A5023,A502,,
A5024,A502,,
A5025,A502,,
A5026,A502,,
A5027,A502,,
A5028,A502,,
A5029,A502,,
A5030,A503,,
A5031,A503,,
A5032,A503,,
A5033,A503,,
A5034,A503,,
A5035,A503,,
A5036,A503,,
A5037,A503,,
A5038,A503,,
A5039,A503,,
A5040,A504,,
A5041,A504,,
A5042,A504,,
A5043,A504,,
A5044,A504,,
A5045,A504,,
A5046,A504,,
A5047,A504,,
A5048,A504,,
A5049,A504,,
A5050,A505,,
A5051,A505,,
A5052,A505,,
A5053,A505,,
A5054,A505,,
A5055,A505,,
A5056,A505,,
A5057,A505,,
A5058,A505,,
A5059,A505,,
A5060,A506,,
A5061,A506,,
A5062,A506,,
A5063,A506,,
A5064,A506,,
A5065,A506,,
A5066,A506,,
A5067,A506,,
A5068,A506,,
A5069,A506,,
A5070,A507,,
A5071,A507,,
A5072,A507,,
A5073,A507,,
A5074,A507,,
A5075,A507,,
A5076,A507,,
A5077,A507,,
A5078,A507,,
A5079,A507,,
A5090,A509,,
A5091,A509,,
A5092,A509,,
A5093,A509,,
A5094,A509,,
A5095,A509,,
A5096,A509,,
A5097,A509,,
A5098,A509,,
A5099,A509,,
A5100,A510,,
A5101,A510,,
A5102,A510,,
A5103,A510,,
A5104,A510,,
A5105,A510,,
A5106,A510,,
A5107,A510,,
A5108,A510,,
A5109,A510,,
A5110,A511,,
A5111,A511,,
A5112,A511,,
A5113,A511,,
A5114,A511,,
A5115,A511,,
A5116,A511,,
A5117,A511,,
A5118,A511,,
A5119,A511,,
A5120,A512,,
A5121,A512,,
A5122,A512,,
A5123,A512,,
A5124,A512,,
A5125,A512,,
A5126,A512,,
A5127,A512,,
A5128,A512,,
A5129,A512,,
A5130,A513,,
A5131,A513,,
A5132,A513,,
A5133,A513,,
A5134,A513,,
A5135,A513,,
A5136,A513,,
A5137,A513,,
A5138,A513,,
A5139,A513,,
A5140,A514,,
A5141,A514,,
A5142,A514,,
A5143,A514,,
A5144,A514,,
A5145,A514,,
A5146,A514,,
A5147,A514,,
A5148,A514,,
A5149,A514,,
A5150,A515,,
A5151,A515,,
A5152,A515,,
A5153,A515,,
A5154,A515,,
A5155,A515,,
A5156,A515,,
A5157,A515,,
A5158,A515,,
A5159,A515,,
A5190,A519,,
A5191,A519,,
A5192,A519,,
A5193,A519,,
A5194,A519,,
A5195,A519,,
A5196,A519,,
A5197,A519,,
A5198,A519,,
A5199,A519,,
A5200,A520,,
A5201,A520,,
A5202,A520,,
A5203,A520,,
A5204,A520,,
A5205,A520,,
A5206,A520,,
A5207,A520,,
A5208,A520,,
A5209,A520,,
A5210,A521,,
A5211,A521,,
A5212,A521,,
A5213,A521,,
A5214,A521,,
A5215,A521,,
A5216,A521,,
A5217,A521,,
A5218,A521,,
A5219,A521,,
A5220,A522,,
A5221,A522,,
A5222,A522,,
A5223,A522,,
A5224,A522,,
A5225,A522,,
A5226,A522,,
A5227,A522,,
A5228,A522,,
A5229,A522,,
A5230,A523,,
A5231,A523,,
A5232,A523,,
A5233,A523,,
A5234,A523,,
A5235,A523,,
A5236,A523,,
A5237,A523,,
A5238,A523,,
A5239,A523,,
A5270,A527,,
A5271,A527,,
A5272,A527,,
A5273,A527,,
A5274,A527,,
A5275,A527,,
A5276,A527,,
A5277,A527,,
A5278,A527,,
A5279,A527,,
A5280,A528,,
A5281,A528,,
A5282,A528,,
A5283,A528,,
A5284,A528,,
A5285,A528,,
A5286,A528,,
A5287,A528,,
A5288,A528,,
A5289,A528,,
A5290,A529,,
A5291,A529,,
A5292,A529,,
A5293,A529,,
A5294,A529,,
A5295,A529,,
A5296,A529,,
A5297,A529,,
A5298,A529,,
A5299,A529,,
A5300,A530,,
A5301,A530,,
A5302,A530,,
A5303,A530,,
A5304,A530,,
A5305,A530,,
A5306,A530,,
A5307,A530,,
A5308,A530,,
A5309,A530,,
A5390,A539,,
A5391,A539,,
A5392,A539,,
A5393,A539,,
A5394,A539,,
A5395,A539,,
A5396,A539,,
A5397,A539,,
A5398,A539,,
A5399,A539,,
A5400,A540,,
A5401,A540,,
A5402,A540,,
A5403,A540,,
A5404,A540,,
A5405,A540,,
A5406,A540,,
A5407,A540,,
A5408,A540,,
A5409,A540,,
A5410,A541,,
A5411,A541,,
A5412,A541,,
A5413,A541,,
A5414,A541,,
A5415,A541,,
A5416,A541,,
A5417,A541,,
A5418,A541,,
A5419,A541,,
A5420,A542,,
A5421,A542,,
A5422,A542,,
A5423,A542,,
A5424,A542,,
A5425,A542,,
A5426,A542,,
A5427,A542,,
A5428,A542,,
A5429,A542,,
A5430,A543,,
A5431,A543,,
A5432,A543,,
A5433,A543,,
A5434,A543,,
A5435,A543,,
A5436,A543,,
A5437,A543,,
A5438,A543,,
A5439,A543,,
A5440,A544,,
A5441,A544,,
A5442,A544,,
A5443,A544,,
A5444,A544,,
A5445,A544,,
A5446,A544,,
A5447,A544,,
A5448,A544,,
A5449,A544,,
A5450,A545,,
A5451,A545,,
A5452,A545,,
A5453,A545,,
A5454,A545,,
A5455,A545,,
A5456,A545,,
A5457,A545,,
A5458,A545,,
A5459,A545,,
A5460,A546,,
A5461,A546,,
A5462,A546,,
A5463,A546,,
A5464,A546,,
A5465,A546,,
A5466,A546,,
A5467,A546,,
A5468,A546,,
A5469,A546,,
A5480,A548,,
A5481,A548,,
A5482,A548,,
A5483,A548,,
A5484,A548,,
A5485,A548,,
A5486,A548,,
A5487,A548,,
A5488,A548,,
A5489,A548,,
A5490,A549,,
A5491,A549,,
A5492,A549,,
A5493,A549,,
A5494,A549,,
A5495,A549,,
A5496,A549,,
A5497,A549,,
A5498,A549,,
A5499,A549,,
A5600,A560,,
A5601,A560,,
A5602,A560,,
A5603,A560,,
A5604,A560,,
A5605,A560,,
A5606,A560,,
A5607,A560,,
A5608,A560,,
A5609,A560,,
A5610,A561,,
A5611,A561,,
A5612,A561,,
A5613,A561,,
A5614,A561,,
A5615,A561,,
A5616,A561,,
A5617,A561,,
A5618,A561,,
A5619,A561,,
A5620,A562,,
A5621,A562,,
A5622,A562,,
A5623,A562,,
A5624,A562,,
A5625,A562,,
A5626,A562,,
A5627,A562,,
A5628,A562,,
A5629,A562,,
A5630,A563,,
A5631,A563,,
A5632,A563,,
A5633,A563,,
A5634,A563,,
A5635,A563,,
A5636,A563,,
A5637,A563,,
A5638,A563,,
A5639,A563,,
A5640,A564,,
A5641,A564,,
A5642,A564,,
A5643,A564,,
A5644,A564,,
A5645,A564,,
A5646,A564,,
A5647,A564,,
A5648,A564,,
A5649,A564,,
A5680,A568,,
A5681,A568,,
A5682,A568,,
A5683,A568,,
A5684,A568,,
A5685,A568,,
A5686,A568,,
A5687,A568,,
A5688,A568,,
A5689,A568,,
A5900,A590,,
A5908,A590,,
A5980,A598,,
A5981,A598,,
A5982,A598,,
A5983,A598,,
A5984,A598,,
A5985,A598,,
A5986,A598,,
A5987,A598,,
A5988,A598,,
A5989,A598,,
A5990,A599,,
A5991,A599,,
A5992,A599,,
A5993,A599,,
A5994,A599,,
A5995,A599,,
A5996,A599,,
A5997,A599,,
A5998,A599,,
A5999,A599,,
A6001,A600,,
A6004,A600,,
A6010,A601,,
A6011,A601,,
A6012,A601,,
A6013,A601,,
A6014,A601,,
A6015,A601,,
A6016,A601,,
A6017,A601,,
A6018,A601,,
A6019,A601,,
A6090,A609,,
A6091,A609,,
A6092,A609,,
A6093,A609,,
A6094,A609,,
A6095,A609,,
A6096,A609,,
A6097,A609,,
A6098,A609,,
A6099,A609,,
A6300,A630,,
A6301,A630,,
A6302,A630,,
A6303,A630,,
A6304,A630,,
A6305,A630,,
A6306,A630,,
A6307,A630,,
A6308,A630,,
A6309,A630,,
A6380,A638,,
A6381,A638,,
A6382,A638,,
A6383,A638,,
A6384,A638,,
A6385,A638,,
A6386,A638,,
A6387,A638,,
A6388,A638,,
A6389,A638,,
A6600,A660,,
A6601,A660,,
A6602,A660,,
A6603,A660,,
A6604,A660,,
A6605,A660,,
A6606,A660,,
A6607,A660,,
A6608,A660,,
A6609,A660,,
A6610,A661,,
A6611,A661,,
A6612,A661,,
A6613,A661,,
A6614,A661,,
A6615,A661,,
A6616,A661,,
A6617,A661,,
A6618,A661,,
A6619,A661,,
A6620,A662,,
A6621,A662,,
A6622,A662,,
A6623,A662,,
A6624,A662,,
A6625,A662,,
A6626,A662,,
A6627,A662,,
A6628,A662,,
A6629,A662,,
A6630,A663,,
A6631,A663,,
A6632,A663,,
A6633,A663,,
A6634,A663,,
A6635,A663,,
A6636,A663,,
A6637,A663,,
A6638,A663,,
A6639,A663,,
A6640,A664,,
A6641,A664,,
A6642,A664,,
A6643,A664,,
A6644,A664,,
A6645,A664,,
A6646,A664,,
A6647,A664,,
A6648,A664,,
A6649,A664,,
A6650,A665,,
A6651,A665,,
A6652,A665,,
A6653,A665,,
A6654,A665,,
A6655,A665,,
A6656,A665,,
A6657,A665,,
A6658,A665,,
A6659,A665,,
A6660,A666,,
A6661,A666,,
A6662,A666,,
A6663,A666,,
A6664,A666,,
A6665,A666,,
A6666,A666,,
A6667,A666,,
A6668,A666,,
A6669,A666,,
A6670,A667,,
A6671,A667,,
A6672,A667,,
A6673,A667,,
A6674,A667,,
A6675,A667,,
A6676,A667,,
A6677,A667,,
A6678,A667,,
A6679,A667,,
A6680,A668,,
A6681,A668,,
A6682,A668,,
A6683,A668,,
A6684,A668,,
A6685,A668,,
A6686,A668,,
A6687,A668,,
A6688,A668,,
A6689,A668,,
A6690,A669,,
A6691,A669,,
A6692,A669,,
A6693,A669,,
A6694,A669,,
A6695,A669,,
A6696,A669,,
A6697,A669,,
A6698,A669,,
A6699,A669,,
A6700,A670,,
A6701,A670,,
A6702,A670,,
A6703,A670,,
A6704,A670,,
A6705,A670,,
A6706,A670,,
A6707,A670,,
A6708,A670,,
A6709,A670,,
A6710,A671,,
A6711,A671,,
A6712,A671,,
A6713,A671,,
A6714,A671,,
A6715,A671,,
A6716,A671,,
A6717,A671,,
A6718,A671,,
A6719,A671,,
A6720,A672,,
A6721,A672,,
A6722,A672,,
A6723,A672,,
A6724,A672,,
A6725,A672,,
A6726,A672,,
A6727,A672,,
A6728,A672,,
A6729,A672,,
A6730,A673,,
A6731,A673,,
A6732,A673,,
A6733,A673,,
A6734,A673,,
A6735,A673,,
A6736,A673,,
A6737,A673,,
A6738,A673,,
A6739,A673,,
A6790,A679,,
A6791,A679,,
A6792,A679,,
A6793,A679,,
A6794,A679,,
A6795,A679,,
A6796,A679,,
A6797,A679,,
A6798,A679,,
A6799,A679,,
A6800,A680,,
A6801,A680,,
A6802,A680,,
A6803,A680,,
A6804,A680,,
A6805,A680,,
A6806,A680,,
A6807,A680,,
A6808,A680,,
A6809,A680,,
A6810,A681,,
A6811,A681,,
A6812,A681,,
A6813,A681,,
A6814,A681,,
A6815,A681,,
A6816,A681,,
A6817,A681,,
A6818,A681,,
A6819,A681,,
A6890,A689,,
A6891,A689,,
A6892,A689,,
A6893,A689,,
A6894,A689,,
A6895,A689,,
A6896,A689,,
A6897,A689,,
A6898,A689,,
A6899,A689,,
A6900,A690,,
A6901,A690,,
A6902,A690,,
A6903,A690,,
A6904,A690,,
A6905,A690,,
A6906,A690,,
A6907,A690,,
A6908,A690,,
A6909,A690,,
A6910,A691,,
A6911,A691,,
A6912,A691,,
A6913,A691,,
A6914,A691,,
A6915,A691,,
A6916,A691,,
A6917,A691,,
A6918,A691,,
A6919,A691,,
A6920,A692,,
A6921,A692,,
A6922,A692,,
A6923,A692,,
A6924,A692,,
A6925,A692,,
A6926,A692,,
A6927,A692,,
A6928,A692,,
A6929,A692,,
A6980,A698,,
A6981,A698,,
A6982,A698,,
A6983,A698,,
A6984,A698,,
A6985,A698,,
A6986,A698,,
A6987,A698,,
A6988,A698,,
A6989,A698,,
A6990,A699,,
A6991,A699,,
A6992,A699,,
A6993,A699,,
A6994,A699,,
A6995,A699,,
A6996,A699,,
A6997,A699,,
A6998,A699,,
A6999,A699,,
A7100,A710,,
A7101,A710,,
A7102,A710,,
A7103,A710,,
A7104,A710,,
A7105,A710,,
A7106,A710,,
A7107,A710,,
A7108,A710,,
A7109,A710,,
A7110,A711,,
A7111,A711,,
A7112,A711,,
A7113,A711,,
A7114,A711,,
A7115,A711,,
A7116,A711,,
A7117,A711,,
A7118,A711,,
A7119,A711,,
A7190,A719,,
A7191,A719,,
A7192,A719,,
A7193,A719,,
A7194,A719,,
A7195,A719,,
A7196,A719,,
A7197,A719,,
A7198,A719,,
A7199,A719,,
A7400,A740,,
A7401,A740,,
A7402,A740,,
A7403,A740,,
A7404,A740,,
A7405,A740,,
A7406,A740,,
A7407,A740,,
A7408,A740,,
A7409,A740,,
A7480,A748,,
A7481,A748,,
A7482,A748,,
A7483,A748,,
A7484,A748,,
A7485,A748,,
A7486,A748,,
A7487,A748,,
A7488,A748,,
A7489,A748,,
A7490,A749,,
A7491,A749,,
A7492,A749,,
A7493,A749,,
A7494,A749,,
A7495,A749,,
A7496,A749,,
A7497,A749,,
A7498,A749,,
A7499,A749,,
A7500,A750,,
A7501,A750,,
A7502,A750,,
A7503,A750,,
A7504,A750,,
A7505,A750,,
A7506,A750,,
A7507,A750,,
A7508,A750,,
A7509,A750,,
A7510,A751,,
A7511,A751,,
A7512,A751,,
A7513,A751,,
A7514,A751,,
A7515,A751,,
A7516,A751,,
A7517,A751,,
A7518,A751,,
A7519,A751,,
A7520,A752,,
A7521,A752,,
A7522,A752,,
A7523,A752,,
A7524,A752,,
A7525,A752,,
A7526,A752,,
A7527,A752,,
A7528,A752,,
A7529,A752,,
A7530,A753,,
A7531,A753,,
A7532,A753,,
A7533,A753,,
A7534,A753,,
A7535,A753,,
A7536,A753,,
A7537,A753,,
A7538,A753,,
A7539,A753,,
A7590,A759,,
A7591,A759,,
A7592,A759,,
A7593,A759,,
A7594,A759,,
A7595,A759,,
A7596,A759,,
A7597,A759,,
A7598,A759,,
A7599,A759,,
A7700,A770,,
A7701,A770,,
A7702,A770,,
A7703,A770,,
A7704,A770,,
A7705,A770,,
A7706,A770,,
A7707,A770,,
A7708,A770,,
A7709,A770,,
A7710,A771,,
A7711,A771,,
A7712,A771,,
A7713,A771,,
A7714,A771,,
A7715,A771,,
A7716,A771,,
A7717,A771,,
A7718,A771,,
A7719,A771,,
A7720,A772,,
A7721,A772,,
A7722,A772,,
A7723,A772,,
A7724,A772,,
A7725,A772,,
A7726,A772,,
A7727,A772,,
A7728,A772,,
A7729,A772,,
A7730,A773,,
A7731,A773,,
A7732,A773,,
A7733,A773,,
A7734,A773,,
A7735,A773,,
A7736,A773,,
A7737,A773,,
A7738,A773,,
A7739,A773,,
A7780,A778,,
A7781,A778,,
A7782,A778,,
A7783,A778,,
A7784,A778,,
A7785,A778,,
A7786,A778,,
A7787,A778,,
A7788,A778,,
A7789,A778,,
A7790,A779,,
A7791,A779,,
A7792,A779,,
A7793,A779,,
A7794,A779,,
A7795,A779,,
A7796,A779,,
A7797,A779,,
A7798,A779,,
A7799,A779,,
A7900,A790,,
A7901,A790,,
A7902,A790,,
A7903,A790,,
A7904,A790,,
A7905,A790,,
A7906,A790,,
A7907,A790,,
A7908,A790,,
A7909,A790,,
A7910,A791,,
A7911,A791,,
A7912,A791,,
A7913,A791,,
A7914,A791,,
A7915,A791,,
A7916,A791,,
A7917,A791,,
A7918,A791,,
A7919,A791,,
A7980,A798,,
A7981,A798,,
A7982,A798,,
A7983,A798,,
A7984,A798,,
A7985,A798,,
A7986,A798,,
A7987,A798,,
A7988,A798,,
A7989,A798,,
A7990,A799,,
A7991,A799,,
A7992,A799,,
A7993,A799,,
A7994,A799,,
A7995,A799,,
A7996,A799,,
A7997,A799,,
A7998,A799,,
A7999,A799,,
A8000,A800,,
A8001,A800,,
A8002,A800,,
A8003,A800,,
A8004,A800,,
A8005,A800,,
A8006,A800,,
A8007,A800,,
A8008,A800,,
A8009,A800,,
A8010,A801,,
A8011,A801,,
A8012,A801,,
A8013,A801,,
A8014,A801,,
A8015,A801,,
A8016,A801,,
A8017,A801,,
A8018,A801,,
A8019,A801,,
A8020,A802,,
A8021,A802,,
A8022,A802,,
A8023,A802,,
A8024,A802,,
A8025,A802,,
A8026,A802,,
A8027,A802,,
A8028,A802,,
A8029,A802,,
A8030,A803,,
A8031,A803,,
A8032,A803,,
A8033,A803,,
A8034,A803,,
A8035,A803,,
A8036,A803,,
A8037,A803,,
A8038,A803,,
A8039,A803,,
A8040,A804,,
A8041,A804,,
A8042,A804,,
A8043,A804,,
A8044,A804,,
A8045,A804,,
A8046,A804,,
A8047,A804,,
A8048,A804,,
A8049,A804,,
A8090,A809,,
A8091,A809,,
A8092,A809,,
A8093,A809,,
A8094,A809,,
A8095,A809,,
A8096,A809,,
A8097,A809,,
A8098,A809,,
A8099,A809,,
A8100,A810,,
A8101,A810,,
A8102,A810,,
A8103,A810,,
A8104,A810,,
A8105,A810,,
A8106,A810,,
A8107,A810,,
A8108,A810,,
A8109,A810,,
A8110,A811,,
A8111,A811,,
A8112,A811,,
A8113,A811,,
A8114,A811,,
A8115,A811,,
A8116,A811,,
A8117,A811,,
A8118,A811,,
A8119,A811,,
A8120,A812,,
A8121,A812,,
A8122,A812,,
A8123,A812,,
A8124,A812,,
A8125,A812,,
A8126,A812,,
A8127,A812,,
A8128,A812,,
A8129,A812,,
A8180,A818,,
A8181,A818,,
A8182,A818,,
A8183,A818,,
A8184,A818,,
A8185,A818,,
A8186,A818,,
A8187,A818,,
A8188,A818,,
A8189,A818,,
A8190,A819,,
A8191,A819,,
A8192,A819,,
A8193,A819,,
A8194,A819,,
A8195,A819,,
A8196,A819,,
A8197,A819,,
A8198,A819,,
A8199,A819,,
A8200,A820,,
A8201,A820,,
A8202,A820,,
A8203,A820,,
A8204,A820,,
A8205,A820,,
A8206,A820,,
A8207,A820,,
A8208,A820,,
A8209,A820,,
A8210,A821,,
A8211,A821,,
A8212,A821,,
A8213,A821,,
A8214,A821,,
A8215,A821,,
A8216,A821,,
A8217,A821,,
A8218,A821,,
A8219,A821,,
A8290,A829,,
A8291,A829,,
A8292,A829,,
A8293,A829,,
A8294,A829,,
A8295,A829,,
A8296,A829,,
A8297,A829,,
A8298,A829,,
A8299,A829,,
A8300,A830,,
A8301,A830,,
A8302,A830,,
A8303,A830,,
A8304,A830,,
A8305,A830,,
A8306,A830,,
A8307,A830,,
A8308,A830,,
A8309,A830,,
A8310,A831,,
A8311,A831,,
A8312,A831,,
A8313,A831,,
A8314,A831,,
A8315,A831,,
A8316,A831,,
A8317,A831,,
A8318,A831,,
A8319,A831,,
A8320,A832,,
A8321,A832,,
A8322,A832,,
A8323,A832,,
A8324,A832,,
A8325,A832,,
A8326,A832,,
A8327,A832,,
A8328,A832,,
A8329,A832,,
A8330,A833,,
A8331,A833,,
A8332,A833,,
A8333,A833,,
